0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
year;category;sequence;shortname;circuit_name;rider_name;rider_surname;team_name;bike_name;position;points;number;country;speed;time
2020;MotoGP;13;EUR;Ricardo Tormo;Oliveira; Miguel;Red Bull KTM Tech 3;KTM;5;11;88;PT;155.3;00:57:11
2020;MotoGP;13;EUR;Ricardo Tormo;Miller; Jack;Pramac Racing;Ducati;6;10;43;AU;155.3;00:57:15
2020;MotoGP;13;EUR;Ricardo Tormo;Binder; Brad;Red Bull KTM Factory Racing;KTM;7;9;33;ZA;155.2;00:57:19
2020;MotoGP;13;EUR;Ricardo Tormo;Dovizioso; Andrea;Ducati Team;Ducati;8;8;4;IT;155.2;00:57:23
2020;MotoGP;13;EUR;Ricardo Tormo;Zarco; Johann;Esponsorama Racing;Ducati;9;7;5;FR;155.1;00:57:27
2020;MotoGP;13;EUR;Ricardo Tormo;Petrucci; Danilo;Ducati Team;Ducati;10;6;9;IT;154.8;00:57:31
2020;MotoGP;13;EUR;Ricardo Tormo;Morbidelli; Franco;Petronas Yamaha SRT;Yamaha;11;5;21;IT;154.7;00:57:35
2020;MotoGP;13;EUR;Ricardo Tormo;Bradl; Stefan;Repsol Honda Team;Honda;12;4;6;DE;154.3;00:57:39
2020;MotoGP;13;EUR;Ricardo Tormo;Viñales; Maverick;Monster Energy Yamaha MotoGP;Yamaha;13;3;12;ES;154.3;00:57:43
2020;MotoGP;13;EUR;Ricardo Tormo;Quartararo; Fabio;Petronas Yamaha SRT;Yamaha;14;2;20;FR;153.4;00:57:47
2020;MotoGP;13;EUR;Ricardo Tormo;Savadori; Lorenzo;Aprilia Racing Team Gresini;Aprilia;-1;0;32;IT;145.6;00:57:51
2020;MotoGP;13;EUR;Ricardo Tormo;Marquez; Alex;Repsol Honda Team;Honda;-1;0;73;ES;155.1;00:57:55
2020;MotoGP;13;EUR;Ricardo Tormo;Rabat; Tito;Esponsorama Racing;Ducati;-1;0;53;ES;151.0;00:57:59
2020;MotoGP;13;EUR;Ricardo Tormo;Bagnaia; Francesco;Pramac Racing;Ducati;-1;0;63;IT;152.6;00:58:03
2020;MotoGP;13;EUR;Ricardo Tormo;Crutchlow; Cal;LCR Honda CASTROL;Honda;-1;0;35;GB;151.9;00:58:07
2020;MotoGP;13;EUR;Ricardo Tormo;Rossi; Valentino;Monster Energy Yamaha MotoGP;Yamaha;-1;0;46;IT;151.3;00:58:11
2020;MotoGP;13;EUR;Ricardo Tormo;Espargaro; Aleix;Aprilia Racing Team Gresini;Aprilia;-4;0;41;ES;;00:58:15
2020;MotoGP;14;VAL;Ricardo Tormo;Morbidelli; Franco;Petronas Yamaha SRT;Yamaha;1;25;21;IT;156.8;00:58:19
2020;MotoGP;14;VAL;Ricardo Tormo;Miller; Jack;Pramac Racing;Ducati;2;20;43;AU;156.8;00:58:23
2020;MotoGP;14;VAL;Ricardo Tormo;Espargaro; Pol;Red Bull KTM Factory Racing;KTM;3;16;44;ES;156.6;00:58:27
2020;MotoGP;14;VAL;Ricardo Tormo;Rins; Alex;Team SUZUKI ECSTAR;Suzuki;4;13;42;ES;156.5;00:58:31
2020;MotoGP;14;VAL;Ricardo Tormo;Binder; Brad;Red Bull KTM Factory Racing;KTM;5;11;33;ZA;156.5;00:58:35
2020;MotoGP;14;VAL;Ricardo Tormo;Oliveira; Miguel;Red Bull KTM Tech 3;KTM;6;10;88;PT;156.3;00:58:39
2020;MotoGP;14;VAL;Ricardo Tormo;Mir; Joan;Team SUZUKI ECSTAR;Suzuki;7;9;36;ES;156.2;00:58:43
2020;MotoGP;14;VAL;Ricardo Tormo;Dovizioso; Andrea;Ducati Team;Ducati;8;8;4;IT;156.2;00:58:47
2020;MotoGP;14;VAL;Ricardo Tormo;Espargaro; Aleix;Aprilia Racing Team Gresini;Aprilia;9;7;41;ES;155.8;00:58:51
2020;MotoGP;14;VAL;Ricardo Tormo;Viñales; Maverick;Monster Energy Yamaha MotoGP;Yamaha;10;6;12;ES;155.6;00:58:55
2020;MotoGP;14;VAL;Ricardo Tormo;Bagnaia; Francesco;Pramac Racing;Ducati;11;5;63;IT;155.5;00:58:59
2020;MotoGP;14;VAL;Ricardo Tormo;Rossi; Valentino;Monster Energy Yamaha MotoGP;Yamaha;12;4;46;IT;155.5;00:59:03
2020;MotoGP;14;VAL;Ricardo Tormo;Crutchlow; Cal;LCR Honda CASTROL;Honda;13;3;35;GB;155.3;00:59:07
2020;MotoGP;14;VAL;Ricardo Tormo;Bradl; Stefan;Repsol Honda Team;Honda;14;2;6;DE;155.0;00:59:11
2020;MotoGP;14;VAL;Ricardo Tormo;Petrucci; Danilo;Ducati Team;Ducati;15;1;9;IT;154.9;00:59:15
2020;MotoGP;14;VAL;Ricardo Tormo;Marquez; Alex;Repsol Honda Team;Honda;16;0;73;ES;154.9;00:59:19
2020;MotoGP;14;VAL;Ricardo Tormo;Rabat; Tito;Esponsorama Racing;Ducati;17;0;53;ES;154.1;00:59:23
2020;MotoGP;14;VAL;Ricardo Tormo;Savadori; Lorenzo;Aprilia Racing Team Gresini;Aprilia;18;0;32;IT;153.9;00:59:27
2020;MotoGP;14;VAL;Ricardo Tormo;Nakagami; Takaaki;LCR Honda IDEMITSU;Honda;-1;0;30;JP;156.6;00:59:31
2020;MotoGP;14;VAL;Ricardo Tormo;Quartararo; Fabio;Petronas Yamaha SRT;Yamaha;-1;0;20;FR;153.8;00:59:35
2020;MotoGP;14;VAL;Ricardo Tormo;Zarco; Johann;Esponsorama Racing;Ducati;-1;0;5;FR;154.7;00:59:39
2020;MotoGP;15;POR;Algarve;Oliveira; Miguel;Red Bull KTM Tech 3;KTM;1;25;88;PT;164.7;00:59:43
2020;MotoGP;15;POR;Algarve;Miller; Jack;Pramac Racing;Ducati;2;20;43;AU;164.5;00:59:47
2020;MotoGP;15;POR;Algarve;Morbidelli; Franco;Petronas Yamaha SRT;Yamaha;3;16;21;IT;164.5;00:59:51
2020;MotoGP;15;POR;Algarve;Espargaro; Pol;Red Bull KTM Factory Racing;KTM;4;13;44;ES;163.9;00:59:55
2020;MotoGP;15;POR;Algarve;Nakagami; Takaaki;LCR Honda IDEMITSU;Honda;5;11;30;JP;163.9;00:59:59
2020;MotoGP;15;POR;Algarve;Dovizioso; Andrea;Ducati Team;Ducati;6;10;4;IT;163.7;01:00:03
2020;MotoGP;15;POR;Algarve;Bradl; Stefan;Repsol Honda Team;Honda;7;9;6;DE;163.7;01:00:07
2020;MotoGP;15;POR;Algarve;Espargaro; Aleix;Aprilia Racing Team Gresini;Aprilia;8;8;41;ES;163.7;01:00:11
2020;MotoGP;15;POR;Algarve;Marquez; Alex;Repsol Honda Team;Honda;9;7;73;ES;163.5;01:00:15
2020;MotoGP;15;POR;Algarve;Zarco; Johann;Esponsorama Racing;Ducati;10;6;5;FR;163.5;01:00:19
2020;MotoGP;15;POR;Algarve;Viñales; Maverick;Monster Energy Yamaha MotoGP;Yamaha;11;5;12;ES;163.5;01:00:23
2020;MotoGP;15;POR;Algarve;Rossi; Valentino;Monster Energy Yamaha MotoGP;Yamaha;12;4;46;IT;163.5;01:00:27
2020;MotoGP;15;POR;Algarve;Crutchlow; Cal;LCR Honda CASTROL;Honda;13;3;35;GB;163.5;01:00:31
2020;MotoGP;15;POR;Algarve;Quartararo; Fabio;Petronas Yamaha SRT;Yamaha;14;2;20;FR;163.1;01:00:35
2020;MotoGP;15;POR;Algarve;Rins; Alex;Team SUZUKI ECSTAR;Suzuki;15;1;42;ES;162.9;01:00:39
2020;MotoGP;15;POR;Algarve;Petrucci; Danilo;Ducati Team;Ducati;16;0;9;IT;162.5;01:00:43
2020;MotoGP;15;POR;Algarve;Kallio; Mika;Red Bull KTM Tech 3;KTM;17;0;82;FI;161.6;01:00:47
2020;MotoGP;15;POR;Algarve;Rabat; Tito;Esponsorama Racing;Ducati;18;0;53;ES;161.6;01:00:51
2020;MotoGP;15;POR;Algarve;Savadori; Lorenzo;Aprilia Racing Team Gresini;Aprilia;-1;0;32;IT;162.6;01:00:55
2020;MotoGP;15;POR;Algarve;Mir; Joan;Team SUZUKI ECSTAR;Suzuki;-1;0;36;ES;161.3;01:00:59
2020;MotoGP;15;POR;Algarve;Binder; Brad;Red Bull KTM Factory Racing;KTM;-1;0;33;ZA;157.4;01:01:03
2020;MotoGP;15;POR;Algarve;Bagnaia; Francesco;Pramac Racing;Ducati;-4;0;63;IT;;01:01:07
