year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2021,MotoGP,12,GBR,Silverstone,2445,"Miller, Jack",Ducati Lenovo Team,Ducati,4,13,43,AU,175.1,+4.254
2021,MotoGP,12,GBR,Silverstone,2218,"Espargaro, Pol",Repsol Honda Team,Honda,5,11,44,ES,174.8,+8.462
2021,MotoGP,12,GBR,Silverstone,2450,"Binder, Brad",Red Bull KTM Factory Racing,KTM,6,10,33,ZA,174.6,+12.189
2021,MotoGP,12,GBR,Silverstone,2597,"Lecuona, Iker",Tech 3 KTM Factory Racing,KTM,7,9,27,ES,174.5,+13.560
2021,MotoGP,12,GBR,Silverstone,2475,"Marquez, Alex",LCR Honda CASTROL,Honda,8,8,73,ES,174.4,+14.044
2021,MotoGP,12,GBR,Silverstone,2585,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,9,7,36,ES,174.3,+16.226
2021,MotoGP,12,GBR,Silverstone,2464,"Petrucci, Danilo",Tech 3 KTM Factory Racing,KTM,10,6,9,IT,174.3,+16.287
2021,MotoGP,12,GBR,Silverstone,2330,"Zarco, Johann",Pramac Racing,Ducati,11,5,5,FR,174.3,+16.339
2021,MotoGP,12,GBR,Silverstone,2535,"Bastianini, Enea",Avintia Esponsorama,Ducati,12,4,23,IT,174.2,+17.696
2021,MotoGP,12,GBR,Silverstone,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,13,3,30,JP,174.1,+18.285
2021,MotoGP,12,GBR,Silverstone,2499,"Bagnaia, Francesco",Ducati Lenovo Team,Ducati,14,2,63,IT,173.9,+20.913
2021,MotoGP,12,GBR,Silverstone,2520,"Marini, Luca",SKY VR46 Avintia,Ducati,15,1,10,IT,173.9,+21.018
2021,MotoGP,12,GBR,Silverstone,2429,"Oliveira, Miguel",Red Bull KTM Factory Racing,KTM,16,0,88,PT,173.9,+22.022
2021,MotoGP,12,GBR,Silverstone,2425,"Crutchlow, Cal",Monster Energy Yamaha MotoGP,Yamaha,17,0,35,GB,173.8,+23.232
2021,MotoGP,12,GBR,Silverstone,1762,"Rossi, Valentino",Petronas Yamaha SRT,Yamaha,18,0,46,IT,173.3,+29.758
2021,MotoGP,12,GBR,Silverstone,2624,"Dixon, Jake",Petronas Yamaha SRT,Yamaha,19,0,96,GB,171.8,+50.845
2021,MotoGP,12,GBR,Silverstone,2564,"Martin, Jorge",Pramac Racing,Ducati,-1,0,89,ES,111.1,19 Laps
2021,MotoGP,12,GBR,Silverstone,2293,"Marquez, Marc",Repsol Honda Team,Honda,-4,0,93,ES,,0 Lap
2021,MotoGP,13,ARA,Aragón,2499,"Bagnaia, Francesco",Ducati Lenovo Team,Ducati,1,25,63,IT,167.8,41'44.422
2021,MotoGP,13,ARA,Aragón,2293,"Marquez, Marc",Repsol Honda Team,Honda,2,20,93,ES,167.8,+0.673
2021,MotoGP,13,ARA,Aragón,2585,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,3,16,36,ES,167.5,+3.911
2021,MotoGP,13,ARA,Aragón,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,4,13,41,ES,167.2,+9.269
2021,MotoGP,13,ARA,Aragón,2445,"Miller, Jack",Ducati Lenovo Team,Ducati,5,11,43,AU,167.0,+11.928
2021,MotoGP,13,ARA,Aragón,2535,"Bastianini, Enea",Avintia Esponsorama,Ducati,6,10,23,IT,166.9,+13.757
2021,MotoGP,13,ARA,Aragón,2450,"Binder, Brad",Red Bull KTM Factory Racing,KTM,7,9,33,ZA,166.9,+14.064
2021,MotoGP,13,ARA,Aragón,2563,"Quartararo, Fabio",Monster Energy Yamaha MotoGP,Yamaha,8,8,20,FR,166.7,+16.575
2021,MotoGP,13,ARA,Aragón,2564,"Martin, Jorge",Pramac Racing,Ducati,9,7,89,ES,166.7,+16.615
2021,MotoGP,13,ARA,Aragón,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,10,6,30,JP,166.7,+16.904
2021,MotoGP,13,ARA,Aragón,2597,"Lecuona, Iker",Tech 3 KTM Factory Racing,KTM,11,5,27,ES,166.7,+17.124
2021,MotoGP,13,ARA,Aragón,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,12,4,42,ES,166.6,+17.710
2021,MotoGP,13,ARA,Aragón,2218,"Espargaro, Pol",Repsol Honda Team,Honda,13,3,44,ES,166.5,+19.680
2021,MotoGP,13,ARA,Aragón,2429,"Oliveira, Miguel",Red Bull KTM Factory Racing,KTM,14,2,88,PT,166.3,+22.703
2021,MotoGP,13,ARA,Aragón,2464,"Petrucci, Danilo",Tech 3 KTM Factory Racing,KTM,15,1,9,IT,166.1,+25.723
2021,MotoGP,13,ARA,Aragón,2425,"Crutchlow, Cal",Monster Energy Yamaha MotoGP,Yamaha,16,0,35,GB,166.1,+26.413
2021,MotoGP,13,ARA,Aragón,2330,"Zarco, Johann",Pramac Racing,Ducati,17,0,5,FR,166.0,+26.620
2021,MotoGP,13,ARA,Aragón,2428,"Viñales, Maverick",Aprilia Racing Team Gresini,Aprilia,18,0,12,ES,166.0,+27.128
2021,MotoGP,13,ARA,Aragón,1762,"Rossi, Valentino",Petronas Yamaha SRT,Yamaha,19,0,46,IT,165.7,+32.517
2021,MotoGP,13,ARA,Aragón,2520,"Marini, Luca",SKY VR46 Avintia,Ducati,20,0,10,IT,165.2,+39.073
2021,MotoGP,13,ARA,Aragón,2624,"Dixon, Jake",Petronas Yamaha SRT,Yamaha,-1,0,96,GB,156.8,22 Laps
2021,MotoGP,13,ARA,Aragón,2475,"Marquez, Alex",LCR Honda CASTROL,Honda,-4,0,73,ES,,0 Lap
2021,MotoGP,14,RSM,Misano,2499,"Bagnaia, Francesco",Ducati Lenovo Team,Ducati,1,25,63,IT,163.7,41'48.305
2021,MotoGP,14,RSM,Misano,2563,"Quartararo, Fabio",Monster Energy Yamaha MotoGP,Yamaha,2,20,20,FR,163.7,+0.364
2021,MotoGP,14,RSM,Misano,2535,"Bastianini, Enea",Avintia Esponsorama,Ducati,3,16,23,IT,163.4,+4.789
2021,MotoGP,14,RSM,Misano,2293,"Marquez, Marc",Repsol Honda Team,Honda,4,13,93,ES,163.0,+10.245
2021,MotoGP,14,RSM,Misano,2445,"Miller, Jack",Ducati Lenovo Team,Ducati,5,11,43,AU,163.0,+10.469
2021,MotoGP,14,RSM,Misano,2585,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,6,10,36,ES,163.0,+10.325
2021,MotoGP,14,RSM,Misano,2218,"Espargaro, Pol",Repsol Honda Team,Honda,7,9,44,ES,162.9,+13.234
2021,MotoGP,14,RSM,Misano,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,8,8,41,ES,162.7,+15.698
2021,MotoGP,14,RSM,Misano,2450,"Binder, Brad",Red Bull KTM Factory Racing,KTM,9,7,33,ZA,162.7,+16.129
2021,MotoGP,14,RSM,Misano,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,10,6,30,JP,162.5,+18.519
2021,MotoGP,14,RSM,Misano,2107,"Pirro, Michele",Ducati Lenovo Team,Ducati,11,5,51,IT,162.4,+20.373
2021,MotoGP,14,RSM,Misano,2330,"Zarco, Johann",Pramac Racing,Ducati,12,4,5,FR,162.3,+21.066
2021,MotoGP,14,RSM,Misano,2428,"Viñales, Maverick",Aprilia Racing Team Gresini,Aprilia,13,3,12,ES,162.3,+21.258
2021,MotoGP,14,RSM,Misano,2174,"Bradl, Stefan",Team Honda HRC,Honda,14,2,6,DE,161.9,+28.142
2021,MotoGP,14,RSM,Misano,2475,"Marquez, Alex",LCR Honda CASTROL,Honda,15,1,73,ES,161.7,+30.686
2021,MotoGP,14,RSM,Misano,2464,"Petrucci, Danilo",Tech 3 KTM Factory Racing,KTM,16,0,9,IT,161.6,+32.654
2021,MotoGP,14,RSM,Misano,1762,"Rossi, Valentino",Petronas Yamaha SRT,Yamaha,17,0,46,IT,161.5,+33.853
2021,MotoGP,14,RSM,Misano,2517,"Morbidelli, Franco",Monster Energy Yamaha MotoGP,Yamaha,18,0,21,IT,161.4,+36.272
2021,MotoGP,14,RSM,Misano,2520,"Marini, Luca",SKY VR46 Avintia,Ducati,19,0,10,IT,161.3,+36.839
2021,MotoGP,14,RSM,Misano,2429,"Oliveira, Miguel",Red Bull KTM Factory Racing,KTM,20,0,88,PT,161.3,+37.202
2021,MotoGP,14,RSM,Misano,2055,"Dovizioso, Andrea",Petronas Yamaha SRT,Yamaha,21,0,4,IT,161.0,+42.587
2021,MotoGP,14,RSM,Misano,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,-1,0,42,ES,163.0,10 Laps
2021,MotoGP,14,RSM,Misano,2597,"Lecuona, Iker",Tech 3 KTM Factory Racing,KTM,-1,0,27,ES,161.2,13 Laps
2021,MotoGP,14,RSM,Misano,2564,"Martin, Jorge",Pramac Racing,Ducati,-1,0,89,ES,158.3,17 Laps
2021,MotoGP,15,AME,Texas,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,158.6,41'41.435
2021,MotoGP,15,AME,Texas,2563,"Quartararo, Fabio",Monster Energy Yamaha MotoGP,Yamaha,2,20,20,FR,158.3,+4.679
2021,MotoGP,15,AME,Texas,2499,"Bagnaia, Francesco",Ducati Lenovo Team,Ducati,3,16,63,IT,158.1,+8.547
2021,MotoGP,15,AME,Texas,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,4,13,42,ES,157.9,+11.098
2021,MotoGP,15,AME,Texas,2564,"Martin, Jorge",Pramac Racing,Ducati,5,11,89,ES,157.9,+11.752
2021,MotoGP,15,AME,Texas,2535,"Bastianini, Enea",Avintia Esponsorama,Ducati,6,10,23,IT,157.8,+13.269
2021,MotoGP,15,AME,Texas,2445,"Miller, Jack",Ducati Lenovo Team,Ducati,7,9,43,AU,157.7,+14.722
2021,MotoGP,15,AME,Texas,2585,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,8,8,36,ES,157.8,+13.406
2021,MotoGP,15,AME,Texas,2450,"Binder, Brad",Red Bull KTM Factory Racing,KTM,9,7,33,ZA,157.6,+15.832
2021,MotoGP,15,AME,Texas,2218,"Espargaro, Pol",Repsol Honda Team,Honda,10,6,44,ES,157.4,+20.265
2021,MotoGP,15,AME,Texas,2429,"Oliveira, Miguel",Red Bull KTM Factory Racing,KTM,11,5,88,PT,157.2,+23.055
2021,MotoGP,15,AME,Texas,2475,"Marquez, Alex",LCR Honda CASTROL,Honda,12,4,73,ES,157.1,+24.743
2021,MotoGP,15,AME,Texas,2055,"Dovizioso, Andrea",Petronas Yamaha SRT,Yamaha,13,3,4,IT,157.0,+25.307
2021,MotoGP,15,AME,Texas,2520,"Marini, Luca",SKY VR46 Avintia,Ducati,14,2,10,IT,156.9,+26.853
2021,MotoGP,15,AME,Texas,1762,"Rossi, Valentino",Petronas Yamaha SRT,Yamaha,15,1,46,IT,156.9,+28.055
2021,MotoGP,15,AME,Texas,2597,"Lecuona, Iker",Tech 3 KTM Factory Racing,KTM,16,0,27,ES,156.7,+30.989
2021,MotoGP,15,AME,Texas,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,17,0,30,JP,156.4,+35.251
2021,MotoGP,15,AME,Texas,2464,"Petrucci, Danilo",Tech 3 KTM Factory Racing,KTM,18,0,9,IT,156.0,+42.239
2021,MotoGP,15,AME,Texas,2517,"Morbidelli, Franco",Monster Energy Yamaha MotoGP,Yamaha,19,0,21,IT,155.5,+49.854
2021,MotoGP,15,AME,Texas,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,-1,0,41,ES,156.8,12 Laps
2021,MotoGP,15,AME,Texas,2330,"Zarco, Johann",Pramac Racing,Ducati,-1,0,5,FR,146.1,15 Laps
2021,MotoGP,16,EMI,Misano,2293,"Marquez, Marc",Repsol Honda Team,Honda,1,25,93,ES,163.4,41'52.830
2021,MotoGP,16,EMI,Misano,2218,"Espargaro, Pol",Repsol Honda Team,Honda,2,20,44,ES,163.1,+4.859
2021,MotoGP,16,EMI,Misano,2535,"Bastianini, Enea",Avintia Esponsorama,Ducati,3,16,23,IT,162.6,+12.013
2021,MotoGP,16,EMI,Misano,2563,"Quartararo, Fabio",Monster Energy Yamaha MotoGP,Yamaha,4,13,20,FR,162.6,+12.775
2021,MotoGP,16,EMI,Misano,2330,"Zarco, Johann",Pramac Racing,Ducati,5,11,5,FR,162.4,+16.458
2021,MotoGP,16,EMI,Misano,2471,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,6,10,42,ES,162.3,+17.669
2021,MotoGP,16,EMI,Misano,2152,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,7,9,41,ES,162.2,+18.468
2021,MotoGP,16,EMI,Misano,2428,"Viñales, Maverick",Aprilia Racing Team Gresini,Aprilia,8,8,12,ES,162.2,+18.607
2021,MotoGP,16,EMI,Misano,2520,"Marini, Luca",SKY VR46 Avintia,Ducati,9,7,10,IT,161.8,+25.417
2021,MotoGP,16,EMI,Misano,1762,"Rossi, Valentino",Petronas Yamaha SRT,Yamaha,10,6,46,IT,161.6,+27.735
2021,MotoGP,16,EMI,Misano,2450,"Binder, Brad",Red Bull KTM Factory Racing,KTM,11,5,33,ZA,161.6,+27.879
2021,MotoGP,16,EMI,Misano,2107,"Pirro, Michele",Ducati Lenovo Team,Ducati,12,4,51,IT,161.6,+28.137
2021,MotoGP,16,EMI,Misano,2055,"Dovizioso, Andrea",Petronas Yamaha SRT,Yamaha,13,3,4,IT,160.8,+41.413
2021,MotoGP,16,EMI,Misano,2517,"Morbidelli, Franco",Monster Energy Yamaha MotoGP,Yamaha,14,2,21,IT,160.7,+42.830
2021,MotoGP,16,EMI,Misano,2284,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,15,1,30,JP,158.2,+1'22.462
2021,MotoGP,16,EMI,Misano,2499,"Bagnaia, Francesco",Ducati Lenovo Team,Ducati,-1,0,63,IT,163.9,5 Laps
2021,MotoGP,16,EMI,Misano,2429,"Oliveira, Miguel",Red Bull KTM Factory Racing,KTM,-1,0,88,PT,163.0,5 Laps
2021,MotoGP,16,EMI,Misano,2564,"Martin, Jorge",Pramac Racing,Ducati,-1,0,89,ES,161.6,15 Laps
2021,MotoGP,16,EMI,Misano,2597,"Lecuona, Iker",Tech 3 KTM Factory Racing,KTM,-1,0,27,ES,160.6,17 Laps
2021,MotoGP,16,EMI,Misano,2475,"Marquez, Alex",LCR Honda CASTROL,Honda,-1,0,73,ES,160.8,18 Laps
2021,MotoGP,16,EMI,Misano,2445,"Miller, Jack",Ducati Lenovo Team,Ducati,-1,0,43,AU,160.5,24 Laps
2021,MotoGP,16,EMI,Misano,2464,"Petrucci, Danilo",Tech 3 KTM Factory Racing,KTM,-1,0,9,IT,154.0,25 Laps
2021,MotoGP,16,EMI,Misano,2585,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,-1,0,36,ES,153.9,25 Laps
